day_number|date|season|day_of_week|time_of_day|userId|movieId|location|companions|user_mood|satisfaction_score
34|2025-02-04|Winter|Tuesday|Evening|U0027|M03428|Cinema|Group|Neutral|0.49
34|2025-02-04|Winter|Tuesday|Afternoon|U0036|M02007|Cinema|Family|Neutral|0.49
34|2025-02-04|Winter|Tuesday|Morning|U0040|M02633|Workplace|Group|Sad|0.37
34|2025-02-04|Winter|Tuesday|Morning|U0051|M02844|Community Center|Alone|Happy|0.53
34|2025-02-04|Winter|Tuesday|Night|U0057|M04360|Cinema|Group|Sad|0.49
34|2025-02-04|Winter|Tuesday|Evening|U0083|M05207|Workplace|Partner|Sad|0.35
34|2025-02-04|Winter|Tuesday|Evening|U0088|M02722|Home|Partner|Neutral|0.43
34|2025-02-04|Winter|Tuesday|Morning|U0093|M02428|Cinema|Alone|Neutral|0.41
35|2025-02-05|Winter|Wednesday|Morning|U0008|M01954|Community Center|Group|Sad|0.39
35|2025-02-05|Winter|Wednesday|Night|U0021|M01849|Cinema|Alone|Sad|0.57
35|2025-02-05|Winter|Wednesday|Afternoon|U0039|M05667|Workplace|Group|Sad|0.62
35|2025-02-05|Winter|Wednesday|Afternoon|U0044|M04243|Cinema|Partner|Sad|0.55
35|2025-02-05|Winter|Wednesday|Evening|U0063|M00324|Public Transportation|Alone|Happy|0.64
35|2025-02-05|Winter|Wednesday|Afternoon|U0067|M05322|Cinema|Group|Neutral|0.6
35|2025-02-05|Winter|Wednesday|Morning|U0087|M01159|Workplace|Group|Sad|0.59
36|2025-02-06|Winter|Thursday|Morning|U0011|M05632|Home|Partner|Sad|0.29
36|2025-02-06|Winter|Thursday|Evening|U0015|M04946|Workplace|Friends|Sad|0.61
36|2025-02-06|Winter|Thursday|Morning|U0026|M03978|Public Transportation|Friends|Sad|0.59
36|2025-02-06|Winter|Thursday|Morning|U0044|M02458|Cinema|Alone|Neutral|0.88
36|2025-02-06|Winter|Thursday|Afternoon|U0046|M03922|Workplace|Alone|Sad|0.36
36|2025-02-06|Winter|Thursday|Morning|U0053|M03299|Home|Alone|Happy|0.31
36|2025-02-06|Winter|Thursday|Morning|U0064|M03907|Community Center|Group|Happy|0.67
36|2025-02-06|Winter|Thursday|Morning|U0084|M05556|Public Transportation|Friends|Sad|0.52
37|2025-02-07|Winter|Friday|Evening|U0020|M04232|Public Transportation|Friends|Neutral|0.5
37|2025-02-07|Winter|Friday|Night|U0021|M03767|Home|Alone|Sad|0.48
37|2025-02-07|Winter|Friday|Morning|U0025|M00120|Cinema|Alone|Sad|0.6
37|2025-02-07|Winter|Friday|Night|U0028|M03754|Public Transportation|Partner|Happy|0.65
37|2025-02-07|Winter|Friday|Morning|U0048|M01830|Community Center|Alone|Happy|0.32
37|2025-02-07|Winter|Friday|Afternoon|U0049|M04889|Public Transportation|Partner|Happy|0.62
37|2025-02-07|Winter|Friday|Night|U0070|M00399|Home|Friends|Neutral|0.59
37|2025-02-07|Winter|Friday|Afternoon|U0077|M00042|Community Center|Partner|Happy|0.41
37|2025-02-07|Winter|Friday|Night|U0083|M03174|Workplace|Friends|Happy|0.52
37|2025-02-07|Winter|Friday|Evening|U0088|M01687|Cinema|Friends|Happy|0.61
37|2025-02-07|Winter|Friday|Evening|U0095|M03705|Workplace|Group|Neutral|0.4
38|2025-02-08|Winter|Saturday|Morning|U0008|M03128|Home|Group|Sad|0.58
38|2025-02-08|Winter|Saturday|Night|U0010|M00270|Cinema|Family|Neutral|0.63
38|2025-02-08|Winter|Saturday|Morning|U0020|M01984|Workplace|Group|Neutral|0.59
38|2025-02-08|Winter|Saturday|Afternoon|U0021|M02294|Workplace|Alone|Sad|0.57
38|2025-02-08|Winter|Saturday|Afternoon|U0036|M05642|Cinema|Family|Sad|0.51
38|2025-02-08|Winter|Saturday|Afternoon|U0067|M03206|Home|Partner|Neutral|0.52
38|2025-02-08|Winter|Saturday|Night|U0083|M04710|Workplace|Partner|Happy|0.63
39|2025-02-09|Winter|Sunday|Evening|U0002|M03675|Home|Friends|Happy|0.37
39|2025-02-09|Winter|Sunday|Morning|U0044|M02838|Workplace|Alone|Happy|0.51
39|2025-02-09|Winter|Sunday|Evening|U0063|M02912|Cinema|Partner|Neutral|0.51
39|2025-02-09|Winter|Sunday|Evening|U0083|M00535|Workplace|Family|Sad|0.46
40|2025-02-10|Winter|Monday|Night|U0043|M03924|Community Center|Partner|Happy|0.5
40|2025-02-10|Winter|Monday|Evening|U0063|M00880|Community Center|Partner|Sad|0.59
40|2025-02-10|Winter|Monday|Evening|U0088|M05472|Cinema|Friends|Neutral|0.32
40|2025-02-10|Winter|Monday|Morning|U0090|M05295|Cinema|Partner|Sad|0.4
40|2025-02-10|Winter|Monday|Evening|U0095|M05220|Cinema|Group|Sad|0.48
40|2025-02-10|Winter|Monday|Evening|U0099|M02660|Public Transportation|Partner|Neutral|0.61
41|2025-02-11|Winter|Tuesday|Night|U0010|M04169|Public Transportation|Alone|Sad|0.47
41|2025-02-11|Winter|Tuesday|Evening|U0013|M00449|Home|Family|Neutral|0.51
41|2025-02-11|Winter|Tuesday|Evening|U0028|M03351|Home|Partner|Neutral|0.51
41|2025-02-11|Winter|Tuesday|Morning|U0042|M01600|Community Center|Family|Happy|0.55
41|2025-02-11|Winter|Tuesday|Night|U0059|M00506|Community Center|Partner|Sad|0.59
41|2025-02-11|Winter|Tuesday|Afternoon|U0063|M03978|Community Center|Family|Sad|0.39
41|2025-02-11|Winter|Tuesday|Afternoon|U0081|M01567|Workplace|Alone|Neutral|0.51
41|2025-02-11|Winter|Tuesday|Afternoon|U0082|M05535|Cinema|Family|Sad|0.39
42|2025-02-12|Winter|Wednesday|Night|U0005|M03646|Community Center|Friends|Happy|0.58
42|2025-02-12|Winter|Wednesday|Night|U0039|M02790|Cinema|Group|Sad|0.49
42|2025-02-12|Winter|Wednesday|Evening|U0040|M00871|Public Transportation|Friends|Sad|0.39
42|2025-02-12|Winter|Wednesday|Evening|U0041|M00032|Home|Friends|Happy|0.64
42|2025-02-12|Winter|Wednesday|Morning|U0046|M02629|Community Center|Family|Happy|0.51
42|2025-02-12|Winter|Wednesday|Afternoon|U0059|M04297|Community Center|Alone|Happy|0.56
42|2025-02-12|Winter|Wednesday|Evening|U0063|M02125|Community Center|Partner|Happy|0.53
42|2025-02-12|Winter|Wednesday|Afternoon|U0066|M03902|Public Transportation|Friends|Happy|0.53
42|2025-02-12|Winter|Wednesday|Afternoon|U0067|M03209|Cinema|Friends|Sad|0.45
42|2025-02-12|Winter|Wednesday|Evening|U0071|M02592|Home|Family|Neutral|0.6
42|2025-02-12|Winter|Wednesday|Night|U0078|M05528|Cinema|Group|Neutral|0.42
42|2025-02-12|Winter|Wednesday|Afternoon|U0079|M01477|Public Transportation|Alone|Neutral|0.37
42|2025-02-12|Winter|Wednesday|Morning|U0092|M05069|Public Transportation|Alone|Neutral|0.5
43|2025-02-13|Winter|Thursday|Morning|U0005|M03383|Public Transportation|Partner|Neutral|0.6
43|2025-02-13|Winter|Thursday|Night|U0013|M04420|Cinema|Family|Happy|0.44
43|2025-02-13|Winter|Thursday|Night|U0038|M02379|Public Transportation|Partner|Neutral|0.52
43|2025-02-13|Winter|Thursday|Morning|U0053|M00128|Cinema|Alone|Sad|0.4
43|2025-02-13|Winter|Thursday|Evening|U0054|M02487|Community Center|Partner|Neutral|0.43
43|2025-02-13|Winter|Thursday|Night|U0081|M00748|Community Center|Alone|Happy|0.65
43|2025-02-13|Winter|Thursday|Afternoon|U0088|M02434|Cinema|Group|Happy|0.52
43|2025-02-13|Winter|Thursday|Afternoon|U0092|M01256|Community Center|Partner|Neutral|0.49
43|2025-02-13|Winter|Thursday|Evening|U0095|M01804|Home|Partner|Sad|0.37
44|2025-02-14|Winter|Friday|Evening|U0013|M00316|Home|Alone|Sad|0.39
44|2025-02-14|Winter|Friday|Afternoon|U0016|M03182|Community Center|Group|Sad|0.46
44|2025-02-14|Winter|Friday|Afternoon|U0023|M01110|Workplace|Family|Sad|0.36
44|2025-02-14|Winter|Friday|Morning|U0024|M04658|Home|Group|Neutral|0.51
44|2025-02-14|Winter|Friday|Evening|U0027|M04156|Public Transportation|Family|Happy|0.65
44|2025-02-14|Winter|Friday|Morning|U0036|M00604|Cinema|Partner|Happy|0.53
44|2025-02-14|Winter|Friday|Afternoon|U0044|M01775|Cinema|Family|Sad|0.47
44|2025-02-14|Winter|Friday|Afternoon|U0046|M04230|Community Center|Family|Neutral|0.4
44|2025-02-14|Winter|Friday|Night|U0051|M05313|Public Transportation|Family|Neutral|0.6
44|2025-02-14|Winter|Friday|Afternoon|U0059|M02870|Workplace|Partner|Happy|0.54
44|2025-02-14|Winter|Friday|Morning|U0068|M02414|Community Center|Group|Neutral|0.52
44|2025-02-14|Winter|Friday|Evening|U0078|M03137|Workplace|Partner|Happy|0.55
44|2025-02-14|Winter|Friday|Evening|U0081|M02105|Community Center|Family|Sad|0.44
44|2025-02-14|Winter|Friday|Evening|U0088|M01369|Cinema|Group|Happy|0.52
44|2025-02-14|Winter|Friday|Evening|U0095|M02119|Cinema|Friends|Happy|0.42
45|2025-02-15|Winter|Saturday|Evening|U0016|M02532|Community Center|Partner|Neutral|0.7
45|2025-02-15|Winter|Saturday|Afternoon|U0021|M03546|Workplace|Friends|Sad|0.56
45|2025-02-15|Winter|Saturday|Morning|U0042|M01135|Public Transportation|Alone|Neutral|0.43
45|2025-02-15|Winter|Saturday|Morning|U0063|M05456|Community Center|Partner|Happy|0.57
46|2025-02-16|Winter|Sunday|Afternoon|U0022|M00232|Community Center|Alone|Neutral|0.4
46|2025-02-16|Winter|Sunday|Morning|U0031|M03363|Cinema|Alone|Happy|0.56
46|2025-02-16|Winter|Sunday|Night|U0061|M01998|Community Center|Family|Sad|0.4
46|2025-02-16|Winter|Sunday|Evening|U0062|M01873|Cinema|Family|Happy|0.45
46|2025-02-16|Winter|Sunday|Afternoon|U0077|M01835|Home|Partner|Neutral|0.39
46|2025-02-16|Winter|Sunday|Night|U0083|M05055|Community Center|Family|Neutral|0.53
46|2025-02-16|Winter|Sunday|Evening|U0088|M03126|Community Center|Friends|Sad|0.53
46|2025-02-16|Winter|Sunday|Morning|U0100|M01863|Home|Group|Neutral|0.58
47|2025-02-17|Winter|Monday|Night|U0005|M04739|Community Center|Alone|Neutral|0.6
47|2025-02-17|Winter|Monday|Evening|U0016|M05507|Home|Partner|Sad|0.53
47|2025-02-17|Winter|Monday|Night|U0043|M02735|Public Transportation|Partner|Sad|0.49
47|2025-02-17|Winter|Monday|Morning|U0044|M03013|Cinema|Friends|Sad|0.64
47|2025-02-17|Winter|Monday|Morning|U0046|M02579|Community Center|Friends|Happy|0.42
47|2025-02-17|Winter|Monday|Night|U0056|M02469|Workplace|Partner|Neutral|0.47
47|2025-02-17|Winter|Monday|Night|U0064|M00182|Workplace|Partner|Sad|0.59
47|2025-02-17|Winter|Monday|Evening|U0088|M04375|Workplace|Friends|Neutral|0.56
47|2025-02-17|Winter|Monday|Night|U0096|M00887|Community Center|Partner|Happy|0.51
48|2025-02-18|Winter|Tuesday|Night|U0006|M03224|Workplace|Alone|Neutral|0.58
48|2025-02-18|Winter|Tuesday|Evening|U0016|M02320|Home|Friends|Happy|0.62
48|2025-02-18|Winter|Tuesday|Evening|U0031|M00430|Home|Alone|Neutral|0.62
48|2025-02-18|Winter|Tuesday|Evening|U0050|M04360|Cinema|Friends|Happy|0.65
48|2025-02-18|Winter|Tuesday|Night|U0063|M00270|Community Center|Family|Neutral|0.53
48|2025-02-18|Winter|Tuesday|Evening|U0075|M00470|Workplace|Family|Sad|0.25
48|2025-02-18|Winter|Tuesday|Morning|U0079|M01510|Cinema|Family|Neutral|0.6
48|2025-02-18|Winter|Tuesday|Evening|U0092|M00221|Community Center|Alone|Sad|0.32
48|2025-02-18|Winter|Tuesday|Evening|U0097|M01830|Community Center|Partner|Neutral|0.49
49|2025-02-19|Winter|Wednesday|Afternoon|U0015|M01034|Workplace|Group|Sad|0.53
49|2025-02-19|Winter|Wednesday|Morning|U0025|M05574|Public Transportation|Partner|Sad|0.62
49|2025-02-19|Winter|Wednesday|Night|U0046|M02902|Cinema|Family|Sad|0.51
49|2025-02-19|Winter|Wednesday|Morning|U0068|M05488|Community Center|Group|Happy|0.64
49|2025-02-19|Winter|Wednesday|Evening|U0078|M03142|Workplace|Partner|Neutral|0.48
49|2025-02-19|Winter|Wednesday|Evening|U0079|M05684|Community Center|Friends|Happy|0.44
49|2025-02-19|Winter|Wednesday|Afternoon|U0083|M05534|Workplace|Family|Sad|0.39
49|2025-02-19|Winter|Wednesday|Morning|U0084|M05553|Cinema|Partner|Neutral|0.56
49|2025-02-19|Winter|Wednesday|Night|U0098|M05449|Workplace|Group|Sad|0.49
50|2025-02-20|Winter|Thursday|Evening|U0016|M03949|Community Center|Group|Sad|0.69
50|2025-02-20|Winter|Thursday|Afternoon|U0021|M05106|Community Center|Alone|Neutral|0.62
50|2025-02-20|Winter|Thursday|Afternoon|U0034|M01865|Cinema|Friends|Sad|0.79
50|2025-02-20|Winter|Thursday|Afternoon|U0046|M02114|Community Center|Family|Neutral|0.5
50|2025-02-20|Winter|Thursday|Afternoon|U0050|M00266|Public Transportation|Alone|Sad|0.68
50|2025-02-20|Winter|Thursday|Night|U0053|M04230|Home|Group|Sad|0.37
50|2025-02-20|Winter|Thursday|Afternoon|U0067|M00971|Home|Alone|Neutral|0.59
50|2025-02-20|Winter|Thursday|Morning|U0074|M02853|Public Transportation|Partner|Neutral|0.58
50|2025-02-20|Winter|Thursday|Evening|U0078|M01664|Workplace|Family|Happy|0.39
50|2025-02-20|Winter|Thursday|Evening|U0081|M02075|Cinema|Alone|Neutral|0.61
50|2025-02-20|Winter|Thursday|Night|U0092|M00066|Workplace|Alone|Neutral|0.45
50|2025-02-20|Winter|Thursday|Afternoon|U0096|M03761|Home|Group|Happy|0.37
51|2025-02-21|Winter|Friday|Evening|U0002|M02831|Home|Alone|Sad|0.49
51|2025-02-21|Winter|Friday|Afternoon|U0003|M05278|Community Center|Family|Neutral|0.53
51|2025-02-21|Winter|Friday|Night|U0005|M03533|Home|Alone|Happy|0.6
51|2025-02-21|Winter|Friday|Afternoon|U0021|M03548|Workplace|Alone|Neutral|0.6
51|2025-02-21|Winter|Friday|Afternoon|U0044|M03297|Community Center|Family|Sad|0.78
51|2025-02-21|Winter|Friday|Night|U0059|M00861|Home|Partner|Neutral|0.49
51|2025-02-21|Winter|Friday|Morning|U0070|M05326|Community Center|Friends|Sad|0.43
51|2025-02-21|Winter|Friday|Evening|U0071|M00975|Cinema|Friends|Happy|0.53
51|2025-02-21|Winter|Friday|Morning|U0079|M04488|Cinema|Family|Sad|0.59
51|2025-02-21|Winter|Friday|Morning|U0087|M05271|Cinema|Group|Happy|0.54
51|2025-02-21|Winter|Friday|Night|U0100|M00570|Workplace|Group|Happy|0.63
52|2025-02-22|Winter|Saturday|Night|U0002|M04027|Home|Partner|Happy|0.64
52|2025-02-22|Winter|Saturday|Night|U0019|M00167|Community Center|Partner|Neutral|0.38
52|2025-02-22|Winter|Saturday|Night|U0028|M02249|Public Transportation|Alone|Sad|0.73
52|2025-02-22|Winter|Saturday|Night|U0043|M05547|Community Center|Partner|Sad|0.4
52|2025-02-22|Winter|Saturday|Afternoon|U0048|M05525|Cinema|Partner|Sad|0.37
52|2025-02-22|Winter|Saturday|Morning|U0057|M02494|Home|Friends|Happy|0.51
52|2025-02-22|Winter|Saturday|Morning|U0061|M02655|Community Center|Family|Neutral|0.52
52|2025-02-22|Winter|Saturday|Night|U0076|M00894|Workplace|Family|Sad|0.45
52|2025-02-22|Winter|Saturday|Afternoon|U0078|M00005|Workplace|Friends|Happy|0.43
52|2025-02-22|Winter|Saturday|Morning|U0079|M02394|Workplace|Alone|Neutral|0.27
52|2025-02-22|Winter|Saturday|Morning|U0084|M03230|Home|Partner|Sad|0.57
52|2025-02-22|Winter|Saturday|Night|U0087|M03524|Cinema|Group|Neutral|0.5
52|2025-02-22|Winter|Saturday|Morning|U0100|M04414|Workplace|Group|Sad|0.58
53|2025-02-23|Winter|Sunday|Evening|U0020|M03837|Public Transportation|Family|Sad|0.61
53|2025-02-23|Winter|Sunday|Morning|U0067|M03419|Community Center|Friends|Happy|0.64
53|2025-02-23|Winter|Sunday|Morning|U0083|M04063|Workplace|Group|Happy|0.46
53|2025-02-23|Winter|Sunday|Evening|U0088|M01137|Public Transportation|Group|Happy|0.53
53|2025-02-23|Winter|Sunday|Evening|U0095|M03455|Workplace|Group|Sad|0.39
53|2025-02-23|Winter|Sunday|Afternoon|U0096|M02329|Home|Partner|Happy|0.5
53|2025-02-23|Winter|Sunday|Night|U0098|M02961|Cinema|Friends|Sad|0.45
54|2025-02-24|Winter|Monday|Afternoon|U0028|M01336|Cinema|Alone|Sad|0.43
54|2025-02-24|Winter|Monday|Morning|U0056|M00383|Home|Alone|Happy|0.4
54|2025-02-24|Winter|Monday|Morning|U0058|M00311|Home|Group|Neutral|0.55
54|2025-02-24|Winter|Monday|Night|U0088|M04411|Public Transportation|Alone|Happy|0.65
54|2025-02-24|Winter|Monday|Evening|U0096|M01512|Home|Family|Neutral|0.49
55|2025-02-25|Winter|Tuesday|Morning|U0025|M02661|Workplace|Alone|Sad|0.55
55|2025-02-25|Winter|Tuesday|Evening|U0038|M04338|Public Transportation|Partner|Happy|0.61
55|2025-02-25|Winter|Tuesday|Night|U0044|M02209|Cinema|Group|Happy|0.52
55|2025-02-25|Winter|Tuesday|Night|U0059|M01388|Public Transportation|Partner|Sad|0.55
55|2025-02-25|Winter|Tuesday|Evening|U0063|M03553|Community Center|Partner|Happy|0.49
55|2025-02-25|Winter|Tuesday|Afternoon|U0075|M04235|Workplace|Partner|Happy|0.45
55|2025-02-25|Winter|Tuesday|Night|U0076|M02641|Community Center|Group|Neutral|0.49
55|2025-02-25|Winter|Tuesday|Morning|U0081|M01997|Cinema|Group|Sad|0.46
55|2025-02-25|Winter|Tuesday|Afternoon|U0086|M03899|Public Transportation|Partner|Neutral|0.54
56|2025-02-26|Winter|Wednesday|Night|U0005|M05093|Public Transportation|Partner|Sad|0.59
56|2025-02-26|Winter|Wednesday|Evening|U0014|M04646|Home|Partner|Neutral|0.41
56|2025-02-26|Winter|Wednesday|Morning|U0015|M04849|Workplace|Friends|Neutral|0.78
56|2025-02-26|Winter|Wednesday|Morning|U0020|M00110|Public Transportation|Family|Happy|0.63
56|2025-02-26|Winter|Wednesday|Night|U0027|M02247|Workplace|Friends|Sad|0.2
56|2025-02-26|Winter|Wednesday|Night|U0028|M00146|Public Transportation|Alone|Sad|0.49
56|2025-02-26|Winter|Wednesday|Evening|U0046|M03816|Public Transportation|Partner|Sad|0.39
56|2025-02-26|Winter|Wednesday|Morning|U0057|M04416|Community Center|Group|Sad|0.48
56|2025-02-26|Winter|Wednesday|Evening|U0063|M03799|Community Center|Partner|Happy|0.63
56|2025-02-26|Winter|Wednesday|Evening|U0079|M01806|Cinema|Family|Neutral|0.21
56|2025-02-26|Winter|Wednesday|Afternoon|U0099|M02316|Public Transportation|Partner|Sad|0.47
57|2025-02-27|Winter|Thursday|Morning|U0043|M03266|Public Transportation|Friends|Neutral|0.61
57|2025-02-27|Winter|Thursday|Morning|U0053|M02902|Home|Family|Neutral|0.54
57|2025-02-27|Winter|Thursday|Morning|U0054|M02352|Community Center|Family|Happy|0.6
57|2025-02-27|Winter|Thursday|Evening|U0064|M00052|Public Transportation|Partner|Happy|0.64
57|2025-02-27|Winter|Thursday|Evening|U0066|M00174|Community Center|Friends|Happy|0.52
57|2025-02-27|Winter|Thursday|Night|U0085|M03381|Public Transportation|Friends|Sad|0.56
57|2025-02-27|Winter|Thursday|Morning|U0092|M04534|Workplace|Alone|Happy|0.44
58|2025-02-28|Winter|Friday|Evening|U0014|M01203|Public Transportation|Alone|Sad|0.57
58|2025-02-28|Winter|Friday|Morning|U0025|M00898|Community Center|Alone|Happy|0.7
58|2025-02-28|Winter|Friday|Evening|U0027|M01093|Workplace|Family|Neutral|0.49
58|2025-02-28|Winter|Friday|Night|U0043|M01256|Community Center|Partner|Sad|0.56
58|2025-02-28|Winter|Friday|Evening|U0044|M00974|Cinema|Family|Happy|0.63
58|2025-02-28|Winter|Friday|Morning|U0048|M04939|Cinema|Friends|Sad|0.6
58|2025-02-28|Winter|Friday|Morning|U0053|M00561|Home|Alone|Happy|0.54
58|2025-02-28|Winter|Friday|Night|U0062|M00858|Workplace|Partner|Sad|0.57
58|2025-02-28|Winter|Friday|Morning|U0083|M03694|Home|Friends|Sad|0.47
58|2025-02-28|Winter|Friday|Afternoon|U0087|M03755|Workplace|Partner|Sad|0.55
59|2025-03-01|Spring|Saturday|Afternoon|U0007|M05121|Cinema|Friends|Neutral|0.62
59|2025-03-01|Spring|Saturday|Morning|U0024|M04786|Cinema|Group|Neutral|0.6
59|2025-03-01|Spring|Saturday|Afternoon|U0042|M01662|Community Center|Family|Happy|0.54
59|2025-03-01|Spring|Saturday|Night|U0044|M05361|Cinema|Group|Happy|0.81
59|2025-03-01|Spring|Saturday|Evening|U0055|M02800|Workplace|Alone|Sad|0.6
59|2025-03-01|Spring|Saturday|Night|U0070|M00217|Community Center|Group|Neutral|0.58
59|2025-03-01|Spring|Saturday|Afternoon|U0076|M04034|Community Center|Family|Sad|0.45
60|2025-03-02|Spring|Sunday|Afternoon|U0007|M04884|Cinema|Alone|Sad|0.47
60|2025-03-02|Spring|Sunday|Evening|U0014|M01568|Home|Alone|Neutral|0.4
60|2025-03-02|Spring|Sunday|Night|U0023|M02598|Community Center|Family|Sad|0.5
60|2025-03-02|Spring|Sunday|Afternoon|U0024|M04407|Home|Group|Neutral|0.45
60|2025-03-02|Spring|Sunday|Evening|U0026|M02201|Public Transportation|Alone|Sad|0.47
60|2025-03-02|Spring|Sunday|Afternoon|U0034|M00990|Public Transportation|Family|Happy|0.81
60|2025-03-02|Spring|Sunday|Evening|U0038|M00405|Public Transportation|Friends|Sad|0.56
60|2025-03-02|Spring|Sunday|Afternoon|U0042|M03327|Community Center|Family|Neutral|0.59
60|2025-03-02|Spring|Sunday|Morning|U0051|M02969|Workplace|Family|Sad|0.36
60|2025-03-02|Spring|Sunday|Morning|U0056|M05521|Workplace|Partner|Happy|0.17
60|2025-03-02|Spring|Sunday|Afternoon|U0069|M01598|Workplace|Alone|Sad|0.56
60|2025-03-02|Spring|Sunday|Afternoon|U0070|M00944|Workplace|Group|Neutral|0.6
60|2025-03-02|Spring|Sunday|Night|U0076|M01276|Community Center|Partner|Sad|0.64
60|2025-03-02|Spring|Sunday|Morning|U0084|M03058|Public Transportation|Family|Sad|0.69
60|2025-03-02|Spring|Sunday|Night|U0099|M04980|Cinema|Partner|Neutral|0.62
61|2025-03-03|Spring|Monday|Night|U0010|M01703|Community Center|Group|Neutral|0.62
61|2025-03-03|Spring|Monday|Evening|U0027|M05108|Workplace|Partner|Sad|0.5
61|2025-03-03|Spring|Monday|Afternoon|U0029|M00906|Home|Partner|Happy|0.53
61|2025-03-03|Spring|Monday|Evening|U0037|M03508|Cinema|Group|Neutral|0.61
61|2025-03-03|Spring|Monday|Night|U0049|M00909|Cinema|Group|Sad|0.59
61|2025-03-03|Spring|Monday|Morning|U0056|M05081|Workplace|Group|Sad|0.54
61|2025-03-03|Spring|Monday|Evening|U0073|M03846|Community Center|Partner|Happy|0.62
61|2025-03-03|Spring|Monday|Morning|U0074|M01736|Community Center|Group|Sad|0.57
61|2025-03-03|Spring|Monday|Afternoon|U0085|M02212|Home|Partner|Sad|0.57
61|2025-03-03|Spring|Monday|Morning|U0090|M05047|Community Center|Alone|Happy|0.54
62|2025-03-04|Spring|Tuesday|Afternoon|U0013|M02604|Home|Group|Sad|0.45
62|2025-03-04|Spring|Tuesday|Evening|U0014|M01199|Community Center|Friends|Happy|0.53
62|2025-03-04|Spring|Tuesday|Morning|U0039|M01733|Workplace|Partner|Sad|0.56
62|2025-03-04|Spring|Tuesday|Morning|U0044|M01777|Workplace|Friends|Neutral|0.61
62|2025-03-04|Spring|Tuesday|Morning|U0046|M04187|Community Center|Family|Neutral|0.33
62|2025-03-04|Spring|Tuesday|Night|U0059|M02489|Home|Partner|Neutral|0.5
62|2025-03-04|Spring|Tuesday|Morning|U0063|M00811|Community Center|Alone|Sad|0.58
62|2025-03-04|Spring|Tuesday|Afternoon|U0077|M04778|Workplace|Partner|Neutral|0.52
62|2025-03-04|Spring|Tuesday|Afternoon|U0081|M05547|Home|Family|Happy|0.61
62|2025-03-04|Spring|Tuesday|Evening|U0084|M05065|Cinema|Alone|Neutral|0.53
63|2025-03-05|Spring|Wednesday|Evening|U0012|M02908|Community Center|Alone|Happy|0.54
63|2025-03-05|Spring|Wednesday|Night|U0018|M01755|Community Center|Partner|Happy|0.45
63|2025-03-05|Spring|Wednesday|Morning|U0025|M04518|Workplace|Alone|Happy|0.69
63|2025-03-05|Spring|Wednesday|Evening|U0036|M00262|Cinema|Group|Happy|0.58
63|2025-03-05|Spring|Wednesday|Night|U0038|M03842|Home|Friends|Neutral|0.43
63|2025-03-05|Spring|Wednesday|Morning|U0039|M02021|Workplace|Partner|Sad|0.56
